face,hair,category,location,upper_color,lower_color
fair,Blonde,Sports_Wear,South,burnt_orange,light_blue
normal,Brown,Evening_Black_Tie,West,tan_brown,light_blue
fair,Blonde,Retro_Fashion,West,light_blue,khaki_brown
fair,Black,Sports_Wear,East,black,dark_blue
normal,Black,Girly_Style,West,violet,dark_brown
normal,Blonde,Casual_Chic_Style,South,violet,charcoal_gray
normal,Brown,Girly_Style,West,black,dark_brown
normal,Blonde,Retro_Fashion,South,tan_brown,charcoal_gray
fair,Brown,Formal_Office_Wear,South,dark_brown,charcoal_gray
dark,Blonde,Skateboarders,North,olive_green,light_blue
dark,Brown,Evening_Black_Tie,North,purple,navy_blue
fair,Black,Formal_Office_Wear,West,light_gray,khaki_brown
fair,Blonde,Evening_Black_Tie,North,maroon,gold
fair,Brown,Geeky_chic_Style,West,maroon,light_gray
normal,Brown,Military_style,East,orange,gold
normal,Brown,Military_style,West,olive_green,khaki_brown
fair,Black,Rocker_Chic_Style,South,black,medium_gray
normal,Black,Casual_Chic_Style,West,pink,tan_brown
dark,Black,Formal_Office_Wear,North,purple,dark_brown
dark,Black,Flamboyant_style,West,pink,tan_brown
fair,Black,Formal_Office_Wear,South,red,navy_blue
dark,Black,Evening_Black_Tie,North,sky_blue,khaki_brown
normal,Black,Rocker_Chic_Style,South,khaki_brown,tan_brown
normal,Brown,Skateboarders,North,dark_brown,gold
fair,Black,Ethnic_fashion_style,West,yellow,black
fair,Brown,Streetwear_Style,East,navy_blue,black
fair,Brown,Sports_Wear,North,tan_brown,tan_brown
dark,Blonde,Casual_Chic_Style,West,navy_blue,khaki_brown
normal,Brown,Military_style,East,yellow,light_gray
dark,Black,Military_style,West,dark_blue,black
dark,Brown,Sports_Wear,South,navy_blue,dark_blue
dark,Brown,Ethnic_fashion_style,West,burnt_orange,khaki_brown
fair,Brown,Girly_Style,South,spring_green,dark_brown
dark,Blonde,Evening_Black_Tie,West,spring_green,light_gray
fair,Black,Streetwear_Style,West,lavender,khaki_brown
fair,Brown,Streetwear_Style,South,blue,khaki_brown
fair,Brown,Flamboyant_style,West,charcoal_gray,light_blue
normal,Brown,Military_style,East,spring_green,charcoal_gray
normal,Blonde,Rocker_Chic_Style,West,pink,charcoal_gray
fair,Brown,Rocker_Chic_Style,East,light_gray,medium_gray
normal,Black,Girly_Style,East,white,light_blue
dark,Brown,Retro_Fashion,West,red,black
fair,Black,Evening_Black_Tie,East,purple,light_blue
normal,Brown,Flamboyant_style,East,light_blue,charcoal_gray
fair,Brown,Skateboarders,South,navy_blue,navy_blue
fair,Brown,Streetwear_Style,South,charcoal_gray,tan_brown
normal,Brown,Hip_Hop_Style,East,tan_brown,gold
normal,Black,Sports_Wear,South,purple,light_blue
fair,Brown,Skateboarders,North,sky_blue,khaki_brown
dark,Brown,Geeky_chic_Style,North,green,charcoal_gray
normal,Black,Hip_Hop_Style,North,light_blue,dark_brown
dark,Blonde,Military_style,North,black,light_gray
fair,Blonde,Retro_Fashion,East,orange,white
fair,Blonde,Geeky_chic_Style,West,navy_blue,gold
normal,Brown,Flamboyant_style,North,tan_brown,light_blue
normal,Black,Military_style,South,dark_blue,gold
dark,Brown,Rocker_Chic_Style,South,pink,light_gray
normal,Brown,Casual_Chic_Style,North,medium_gray,tan_brown
normal,Blonde,Formal_Office_Wear,South,maroon,light_blue
dark,Brown,Casual_Chic_Style,North,green,medium_gray
normal,Brown,Formal_Office_Wear,West,dark_brown,black
fair,Black,Retro_Fashion,South,violet,dark_brown
normal,Blonde,Skateboarders,South,charcoal_gray,gold
fair,Brown,Retro_Fashion,North,tan_brown,brown
fair,Blonde,Ethnic_fashion_style,West,medium_gray,light_blue
normal,Blonde,Formal_Office_Wear,North,spring_green,charcoal_gray
fair,Black,Girly_Style,East,purple,tan_brown
normal,Brown,Ethnic_fashion_style,West,khaki_brown,light_gray
dark,Blonde,Flamboyant_style,North,spring_green,light_gray
normal,Brown,Formal_Office_Wear,West,red,gold
fair,Black,Girly_Style,East,navy_blue,white
fair,Blonde,Sports_Wear,East,red,light_blue
normal,Brown,Military_style,South,blue,tan_brown
fair,Brown,Rocker_Chic_Style,West,dark_brown,dark_blue
dark,Brown,Business_Casual,West,sky_blue,khaki_brown
fair,Blonde,Military_style,North,tan_brown,light_blue
normal,Black,Geeky_chic_Style,North,orange,khaki_brown
dark,Blonde,Military_style,South,orange,dark_blue
normal,Blonde,Flamboyant_style,West,spring_green,dark_brown
normal,Black,Rocker_Chic_Style,North,purple,brown
fair,Blonde,Ethnic_fashion_style,East,violet,brown
dark,Black,Business_Casual,West,yellow,gold
normal,Brown,Military_style,South,blue,light_blue
fair,Brown,Girly_Style,North,light_blue,light_blue
normal,Brown,Casual_Chic_Style,South,violet,dark_brown
normal,Black,Sports_Wear,West,lavender,dark_brown
dark,Black,Sports_Wear,North,light_blue,medium_gray
fair,Blonde,Casual_Chic_Style,South,tan_brown,gold
dark,Blonde,Formal_Office_Wear,North,violet,black
fair,Black,Business_Casual,West,sky_blue,gold
fair,Black,Casual_Chic_Style,North,maroon,gold
fair,Black,Evening_Black_Tie,North,dark_blue,charcoal_gray
fair,Black,Sports_Wear,East,light_gray,light_gray
fair,Black,Evening_Black_Tie,East,light_gray,light_blue
normal,Black,Geeky_chic_Style,South,brown,charcoal_gray
normal,Blonde,Ethnic_fashion_style,South,dark_brown,dark_blue
dark,Black,Retro_Fashion,South,tan_brown,brown
normal,Black,Streetwear_Style,North,dark_blue,light_gray
normal,Blonde,Business_Casual,West,burnt_orange,charcoal_gray
normal,Brown,Business_Casual,East,red,dark_brown
dark,Blonde,Girly_Style,West,burnt_orange,navy_blue
fair,Blonde,Geeky_chic_Style,North,light_blue,light_blue
fair,Brown,Skateboarders,South,white,medium_gray
normal,Brown,Military_style,North,dark_blue,light_gray
fair,Black,Evening_Black_Tie,East,light_blue,medium_gray
dark,Blonde,Ethnic_fashion_style,West,black,light_gray
dark,Black,Military_style,West,spring_green,light_blue
fair,Brown,Streetwear_Style,South,blue,navy_blue
dark,Brown,Rocker_Chic_Style,North,blue,charcoal_gray
dark,Black,Sports_Wear,South,red,khaki_brown
normal,Brown,Streetwear_Style,West,yellow,tan_brown
dark,Brown,Rocker_Chic_Style,North,gold,gold
dark,Blonde,Skateboarders,West,navy_blue,white
normal,Blonde,Formal_Office_Wear,West,blue,charcoal_gray
fair,Black,Hip_Hop_Style,West,tan_brown,dark_brown
fair,Black,Ethnic_fashion_style,South,dark_blue,tan_brown
dark,Brown,Casual_Chic_Style,West,tan_brown,dark_blue
dark,Blonde,Business_Casual,East,light_gray,black
normal,Black,Formal_Office_Wear,North,light_blue,dark_brown
fair,Blonde,Ethnic_fashion_style,South,black,navy_blue
dark,Brown,Hip_Hop_Style,East,pink,white
fair,Blonde,Skateboarders,West,brown,light_blue
normal,Black,Casual_Chic_Style,West,green,navy_blue
normal,Blonde,Sports_Wear,South,lavender,dark_brown
fair,Blonde,Skateboarders,East,blue,charcoal_gray
normal,Blonde,Casual_Chic_Style,West,spring_green,black
fair,Black,Retro_Fashion,West,brown,tan_brown
dark,Black,Military_style,South,tan_brown,light_blue
normal,Black,Business_Casual,South,blue,black
normal,Black,Retro_Fashion,South,sky_blue,black
fair,Brown,Ethnic_fashion_style,South,light_gray,medium_gray
dark,Black,Sports_Wear,South,olive_green,light_blue
normal,Blonde,Sports_Wear,North,dark_blue,khaki_brown
fair,Black,Girly_Style,West,brown,khaki_brown
fair,Blonde,Flamboyant_style,South,spring_green,dark_blue
normal,Blonde,Evening_Black_Tie,South,lavender,dark_blue
fair,Black,Ethnic_fashion_style,East,olive_green,charcoal_gray
fair,Brown,Hip_Hop_Style,West,lavender,light_gray
normal,Black,Ethnic_fashion_style,North,gold,medium_gray
dark,Blonde,Retro_Fashion,North,light_gray,charcoal_gray
dark,Black,Sports_Wear,South,pink,charcoal_gray
normal,Black,Rocker_Chic_Style,South,purple,navy_blue
normal,Blonde,Rocker_Chic_Style,South,charcoal_gray,brown
fair,Blonde,Business_Casual,West,lavender,white
normal,Blonde,Evening_Black_Tie,East,black,medium_gray
dark,Brown,Evening_Black_Tie,West,green,navy_blue
fair,Blonde,Girly_Style,North,red,brown
fair,Blonde,Rocker_Chic_Style,East,light_gray,white
dark,Black,Streetwear_Style,South,navy_blue,dark_brown
normal,Brown,Flamboyant_style,South,orange,light_gray
normal,Black,Skateboarders,East,pink,tan_brown
normal,Brown,Formal_Office_Wear,South,light_gray,white
normal,Blonde,Girly_Style,East,tan_brown,black
fair,Black,Retro_Fashion,South,blue,khaki_brown
normal,Blonde,Streetwear_Style,South,maroon,medium_gray
dark,Brown,Casual_Chic_Style,East,brown,charcoal_gray
dark,Blonde,Girly_Style,South,olive_green,light_blue
normal,Black,Streetwear_Style,East,light_gray,gold
dark,Black,Girly_Style,East,light_gray,black
fair,Black,Business_Casual,South,pink,tan_brown
normal,Black,Retro_Fashion,West,orange,navy_blue
normal,Black,Formal_Office_Wear,South,navy_blue,light_blue
dark,Brown,Evening_Black_Tie,East,brown,dark_blue
dark,Black,Ethnic_fashion_style,East,white,light_gray
dark,Brown,Skateboarders,North,burnt_orange,charcoal_gray
dark,Brown,Sports_Wear,West,light_blue,dark_brown
normal,Brown,Sports_Wear,North,burnt_orange,black
dark,Brown,Business_Casual,West,orange,light_gray
dark,Brown,Flamboyant_style,South,sky_blue,khaki_brown
normal,Brown,Girly_Style,West,lavender,charcoal_gray
fair,Brown,Retro_Fashion,East,dark_blue,dark_blue
normal,Blonde,Evening_Black_Tie,West,red,charcoal_gray
fair,Black,Business_Casual,West,spring_green,charcoal_gray
normal,Brown,Business_Casual,South,light_gray,gold
fair,Black,Military_style,South,dark_brown,dark_brown
dark,Black,Skateboarders,East,violet,light_blue
fair,Blonde,Streetwear_Style,East,spring_green,tan_brown
fair,Black,Formal_Office_Wear,West,white,navy_blue
normal,Black,Skateboarders,West,olive_green,white
normal,Brown,Sports_Wear,North,violet,dark_brown
fair,Black,Military_style,North,sky_blue,light_gray
fair,Black,Business_Casual,West,gold,black
dark,Black,Hip_Hop_Style,South,burnt_orange,dark_brown
dark,Black,Ethnic_fashion_style,North,white,charcoal_gray
normal,Black,Girly_Style,West,dark_blue,medium_gray
dark,Blonde,Geeky_chic_Style,North,black,white
normal,Black,Evening_Black_Tie,South,tan_brown,dark_blue
dark,Black,Skateboarders,South,yellow,brown
dark,Blonde,Geeky_chic_Style,North,gold,brown
dark,Blonde,Military_style,South,yellow,navy_blue
normal,Black,Business_Casual,East,red,khaki_brown
dark,Black,Flamboyant_style,East,gold,charcoal_gray
normal,Black,Hip_Hop_Style,North,purple,charcoal_gray
normal,Black,Evening_Black_Tie,East,purple,black
dark,Black,Business_Casual,West,black,gold
dark,Blonde,Skateboarders,South,maroon,brown
normal,Brown,Retro_Fashion,East,charcoal_gray,dark_brown
dark,Brown,Streetwear_Style,West,lavender,gold
fair,Black,Casual_Chic_Style,East,dark_blue,medium_gray
normal,Blonde,Military_style,North,navy_blue,light_blue
normal,Black,Retro_Fashion,North,maroon,khaki_brown
fair,Black,Evening_Black_Tie,South,khaki_brown,navy_blue
normal,Black,Hip_Hop_Style,West,medium_gray,light_gray
fair,Black,Formal_Office_Wear,East,brown,khaki_brown
dark,Black,Rocker_Chic_Style,West,lavender,dark_brown
dark,Black,Casual_Chic_Style,North,purple,white
normal,Black,Flamboyant_style,East,maroon,light_blue
fair,Brown,Formal_Office_Wear,North,red,khaki_brown
dark,Black,Skateboarders,South,medium_gray,navy_blue
fair,Black,Skateboarders,East,light_gray,white
dark,Brown,Ethnic_fashion_style,North,medium_gray,charcoal_gray
fair,Brown,Streetwear_Style,North,burnt_orange,charcoal_gray
normal,Brown,Business_Casual,North,dark_brown,charcoal_gray
normal,Blonde,Flamboyant_style,North,blue,khaki_brown
dark,Blonde,Formal_Office_Wear,West,sky_blue,white
fair,Blonde,Ethnic_fashion_style,East,olive_green,charcoal_gray
normal,Blonde,Hip_Hop_Style,West,blue,dark_blue
normal,Black,Geeky_chic_Style,East,sky_blue,white
dark,Black,Flamboyant_style,North,violet,navy_blue
dark,Blonde,Formal_Office_Wear,North,light_blue,gold
fair,Blonde,Business_Casual,North,burnt_orange,khaki_brown
normal,Black,Rocker_Chic_Style,North,olive_green,gold
normal,Black,Streetwear_Style,North,burnt_orange,navy_blue
normal,Black,Geeky_chic_Style,East,olive_green,brown
fair,Black,Military_style,West,tan_brown,white
normal,Blonde,Evening_Black_Tie,East,purple,tan_brown
dark,Black,Formal_Office_Wear,East,tan_brown,dark_blue
fair,Black,Evening_Black_Tie,West,orange,white
dark,Blonde,Formal_Office_Wear,East,orange,tan_brown
dark,Blonde,Retro_Fashion,West,dark_blue,dark_blue
fair,Blonde,Geeky_chic_Style,South,medium_gray,white
normal,Brown,Geeky_chic_Style,South,purple,tan_brown
normal,Black,Hip_Hop_Style,North,light_blue,light_blue
fair,Black,Formal_Office_Wear,West,black,charcoal_gray
dark,Black,Flamboyant_style,East,violet,charcoal_gray
fair,Blonde,Evening_Black_Tie,West,orange,gold
normal,Black,Retro_Fashion,South,gold,charcoal_gray
fair,Blonde,Ethnic_fashion_style,East,sky_blue,light_gray
dark,Black,Formal_Office_Wear,East,sky_blue,black
fair,Brown,Sports_Wear,North,sky_blue,dark_brown
dark,Brown,Evening_Black_Tie,North,brown,medium_gray
fair,Blonde,Skateboarders,North,black,navy_blue
fair,Black,Retro_Fashion,West,brown,dark_brown
dark,Brown,Ethnic_fashion_style,South,spring_green,tan_brown
fair,Brown,Ethnic_fashion_style,West,gold,white
fair,Black,Business_Casual,East,burnt_orange,navy_blue
fair,Black,Hip_Hop_Style,North,violet,khaki_brown
normal,Brown,Retro_Fashion,North,tan_brown,brown
fair,Black,Rocker_Chic_Style,East,brown,gold
fair,Brown,Sports_Wear,West,charcoal_gray,medium_gray
normal,Brown,Streetwear_Style,North,charcoal_gray,dark_brown
normal,Brown,Skateboarders,South,maroon,tan_brown
dark,Black,Girly_Style,South,lavender,brown
fair,Blonde,Flamboyant_style,South,light_gray,navy_blue
fair,Black,Geeky_chic_Style,North,blue,light_blue
fair,Blonde,Casual_Chic_Style,South,violet,dark_brown
dark,Brown,Streetwear_Style,North,charcoal_gray,tan_brown
fair,Black,Military_style,West,brown,medium_gray
dark,Black,Ethnic_fashion_style,North,dark_blue,light_blue
fair,Blonde,Flamboyant_style,South,red,tan_brown
dark,Brown,Skateboarders,West,white,khaki_brown
normal,Black,Geeky_chic_Style,North,white,khaki_brown
normal,Blonde,Retro_Fashion,South,yellow,light_blue
dark,Blonde,Formal_Office_Wear,North,light_blue,tan_brown
dark,Black,Casual_Chic_Style,South,violet,navy_blue
normal,Blonde,Streetwear_Style,West,yellow,gold
fair,Blonde,Ethnic_fashion_style,East,white,khaki_brown
dark,Black,Geeky_chic_Style,East,white,gold
normal,Brown,Retro_Fashion,East,purple,dark_brown
dark,Blonde,Evening_Black_Tie,East,lavender,white
dark,Blonde,Geeky_chic_Style,East,green,medium_gray
dark,Black,Flamboyant_style,East,olive_green,light_blue
dark,Black,Military_style,South,sky_blue,khaki_brown
dark,Black,Business_Casual,North,sky_blue,brown
normal,Blonde,Formal_Office_Wear,North,light_gray,medium_gray
fair,Black,Business_Casual,West,lavender,light_gray
dark,Black,Casual_Chic_Style,North,purple,navy_blue
normal,Black,Ethnic_fashion_style,South,red,white
fair,Brown,Skateboarders,North,red,charcoal_gray
dark,Brown,Casual_Chic_Style,North,navy_blue,khaki_brown
normal,Blonde,Rocker_Chic_Style,West,yellow,brown
fair,Brown,Flamboyant_style,South,black,navy_blue
dark,Black,Retro_Fashion,East,dark_blue,white
normal,Brown,Girly_Style,East,sky_blue,dark_blue
fair,Blonde,Casual_Chic_Style,North,olive_green,black
normal,Brown,Retro_Fashion,North,light_gray,medium_gray
dark,Brown,Evening_Black_Tie,East,brown,medium_gray
fair,Blonde,Skateboarders,North,dark_blue,dark_blue
dark,Brown,Retro_Fashion,South,burnt_orange,brown
dark,Black,Casual_Chic_Style,East,light_blue,light_gray
dark,Brown,Rocker_Chic_Style,South,black,dark_blue
dark,Black,Sports_Wear,East,light_gray,khaki_brown
normal,Brown,Casual_Chic_Style,East,olive_green,dark_blue
fair,Blonde,Sports_Wear,South,light_gray,charcoal_gray
normal,Brown,Evening_Black_Tie,East,brown,dark_brown
normal,Black,Skateboarders,South,khaki_brown,navy_blue
normal,Brown,Flamboyant_style,South,khaki_brown,black
dark,Black,Casual_Chic_Style,South,charcoal_gray,brown
fair,Brown,Streetwear_Style,West,black,white
normal,Black,Sports_Wear,South,blue,gold
fair,Brown,Military_style,East,khaki_brown,brown
normal,Blonde,Girly_Style,North,lavender,dark_brown
normal,Blonde,Retro_Fashion,North,olive_green,dark_blue
fair,Black,Evening_Black_Tie,East,dark_blue,tan_brown
dark,Blonde,Geeky_chic_Style,North,lavender,gold
normal,Blonde,Sports_Wear,North,medium_gray,medium_gray
normal,Black,Skateboarders,North,sky_blue,dark_blue
dark,Brown,Military_style,South,lavender,khaki_brown
normal,Black,Geeky_chic_Style,North,gold,medium_gray
dark,Brown,Retro_Fashion,North,pink,black
fair,Blonde,Skateboarders,South,light_blue,white
dark,Black,Casual_Chic_Style,South,sky_blue,dark_blue
normal,Brown,Evening_Black_Tie,West,maroon,medium_gray
fair,Blonde,Formal_Office_Wear,South,light_gray,navy_blue
dark,Brown,Hip_Hop_Style,North,light_gray,light_gray
fair,Black,Streetwear_Style,East,gold,charcoal_gray
dark,Brown,Rocker_Chic_Style,North,yellow,navy_blue
fair,Blonde,Geeky_chic_Style,North,purple,charcoal_gray
normal,Blonde,Flamboyant_style,North,brown,navy_blue
fair,Brown,Evening_Black_Tie,North,purple,tan_brown
dark,Black,Rocker_Chic_Style,West,dark_brown,charcoal_gray
fair,Blonde,Girly_Style,East,purple,black
normal,Black,Rocker_Chic_Style,East,blue,light_blue
fair,Black,Sports_Wear,East,burnt_orange,charcoal_gray
normal,Black,Girly_Style,South,burnt_orange,charcoal_gray
normal,Black,Hip_Hop_Style,East,violet,dark_brown
fair,Black,Streetwear_Style,East,khaki_brown,gold
fair,Brown,Rocker_Chic_Style,North,spring_green,tan_brown
normal,Blonde,Streetwear_Style,East,light_blue,light_blue
dark,Black,Business_Casual,East,medium_gray,white
normal,Blonde,Military_style,East,pink,navy_blue
dark,Blonde,Casual_Chic_Style,South,lavender,tan_brown
normal,Blonde,Sports_Wear,West,purple,gold
normal,Brown,Retro_Fashion,East,green,medium_gray
fair,Black,Military_style,East,dark_brown,black
fair,Blonde,Flamboyant_style,West,orange,gold
fair,Brown,Rocker_Chic_Style,West,yellow,gold
fair,Blonde,Streetwear_Style,North,orange,light_blue
fair,Black,Retro_Fashion,West,blue,tan_brown
fair,Blonde,Ethnic_fashion_style,West,yellow,navy_blue
normal,Black,Evening_Black_Tie,West,gold,medium_gray
normal,Black,Hip_Hop_Style,South,orange,light_gray
normal,Blonde,Evening_Black_Tie,East,brown,gold
dark,Black,Formal_Office_Wear,West,charcoal_gray,navy_blue
